PLMNID,LAC/TAC,Cell ID/ECI,Technology,,
310410,26501,59899,GSM/UMTS,6785,E9FB
310410,37905,6001,GSM/UMTS,9411,1771
310410,37905,6002,GSM/UMTS,9411,1772
310410,6,60020,GSM/UMTS,6,EA74
310410,11051,60021,GSM/UMTS,2B2B,EA75
310410,37905,6003,GSM/UMTS,9411,1773
310410,37905,6005,GSM/UMTS,9411,1775
310410,37905,6006,GSM/UMTS,9411,1776
310410,37905,6007,GSM/UMTS,9411,1777
310410,42982,60071,GSM/UMTS,A7E6,EAA7
310410,42982,60072,GSM/UMTS,A7E6,EAA8
310410,42982,60073,GSM/UMTS,A7E6,EAA9
310410,11031,60121,GSM/UMTS,2B17,EAD9
310410,11507,60121,GSM/UMTS,2CF3,EAD9
310410,11031,60122,GSM/UMTS,2B17,EADA
310410,11507,60122,GSM/UMTS,2CF3,EADA
310410,11031,60123,GSM/UMTS,2B17,EADB
310410,11507,60123,GSM/UMTS,2CF3,EADB
310410,11031,60124,GSM/UMTS,2B17,EADC
310410,11031,60125,GSM/UMTS,2B17,EADD
310410,11031,60126,GSM/UMTS,2B17,EADE
310410,11507,60127,GSM/UMTS,2CF3,EADF
310410,11507,60128,GSM/UMTS,2CF3,EAE0
310410,11507,60129,GSM/UMTS,2CF3,EAE1
310410,42984,60141,GSM/UMTS,A7E8,EAED
310410,42984,60142,GSM/UMTS,A7E8,EAEE
310410,42984,60143,GSM/UMTS,A7E8,EAEF
310410,37905,6015,GSM/UMTS,9411,177F
310410,37905,6016,GSM/UMTS,9411,1780
310410,37905,6017,GSM/UMTS,9411,1781
310410,1794,60187408,LTE,702,3966310
310410,11031,60191,GSM/UMTS,2B17,EB1F
310410,11507,60191,GSM/UMTS,2CF3,EB1F
310410,11031,60192,GSM/UMTS,2B17,EB20
310410,11507,60192,GSM/UMTS,2CF3,EB20
310410,11031,60193,GSM/UMTS,2B17,EB21
310410,11507,60193,GSM/UMTS,2CF3,EB21
310410,11507,60194,GSM/UMTS,2CF3,EB22
310410,11507,60195,GSM/UMTS,2CF3,EB23
310410,11507,60196,GSM/UMTS,2CF3,EB24
310410,11507,60197,GSM/UMTS,2CF3,EB25
310410,11507,60198,GSM/UMTS,2CF3,EB26
310410,11507,60199,GSM/UMTS,2CF3,EB27
310410,11041,60201,GSM/UMTS,2B21,EB29
310410,11507,60201,GSM/UMTS,2CF3,EB29
310410,11041,60202,GSM/UMTS,2B21,EB2A
310410,11507,60202,GSM/UMTS,2CF3,EB2A
310410,11041,60203,GSM/UMTS,2B21,EB2B
310410,11507,60203,GSM/UMTS,2CF3,EB2B
310410,11041,60204,GSM/UMTS,2B21,EB2C
310410,11507,60204,GSM/UMTS,2CF3,EB2C
310410,11041,60205,GSM/UMTS,2B21,EB2D
310410,11507,60205,GSM/UMTS,2CF3,EB2D
310410,11041,60206,GSM/UMTS,2B21,EB2E
310410,11507,60206,GSM/UMTS,2CF3,EB2E
310410,11507,60207,GSM/UMTS,2CF3,EB2F
310410,11507,60208,GSM/UMTS,2CF3,EB30
310410,11507,60209,GSM/UMTS,2CF3,EB31
310410,37905,6025,GSM/UMTS,9411,1789
310410,37905,6026,GSM/UMTS,9411,178A
310410,11041,60261,GSM/UMTS,2B21,EB65
310410,11504,60261,GSM/UMTS,2CF0,EB65
310410,11041,60262,GSM/UMTS,2B21,EB66
310410,11504,60262,GSM/UMTS,2CF0,EB66
310410,11041,60263,GSM/UMTS,2B21,EB67
310410,11504,60263,GSM/UMTS,2CF0,EB67
310410,11041,60264,GSM/UMTS,2B21,EB68
310410,11041,60265,GSM/UMTS,2B21,EB69
310410,11041,60266,GSM/UMTS,2B21,EB6A
310410,11504,60267,GSM/UMTS,2CF0,EB6B
310410,11504,60268,GSM/UMTS,2CF0,EB6C
310410,11504,60269,GSM/UMTS,2CF0,EB6D
310410,37905,6027,GSM/UMTS,9411,178B
310410,6,60310,GSM/UMTS,6,EB96
310410,11031,60321,GSM/UMTS,2B17,EBA1
310410,11507,60321,GSM/UMTS,2CF3,EBA1
310410,11031,60322,GSM/UMTS,2B17,EBA2
310410,11507,60322,GSM/UMTS,2CF3,EBA2
310410,11031,60323,GSM/UMTS,2B17,EBA3
310410,11507,60323,GSM/UMTS,2CF3,EBA3
310410,11507,60324,GSM/UMTS,2CF3,EBA4
310410,11507,60327,GSM/UMTS,2CF3,EBA7
310410,11507,60328,GSM/UMTS,2CF3,EBA8
310410,11507,60329,GSM/UMTS,2CF3,EBA9
310410,11031,60331,GSM/UMTS,2B17,EBAB
310410,11507,60331,GSM/UMTS,2CF3,EBAB
310410,11031,60332,GSM/UMTS,2B17,EBAC
310410,11507,60332,GSM/UMTS,2CF3,EBAC
310410,11031,60333,GSM/UMTS,2B17,EBAD
310410,11507,60333,GSM/UMTS,2CF3,EBAD
310410,11507,60337,GSM/UMTS,2CF3,EBB1
310410,11507,60338,GSM/UMTS,2CF3,EBB2
310410,11507,60339,GSM/UMTS,2CF3,EBB3
310410,37905,6035,GSM/UMTS,9411,1793
310410,6,60350,GSM/UMTS,6,EBBE
310410,11041,60351,GSM/UMTS,2B21,EBBF
310410,11504,60351,GSM/UMTS,2CF0,EBBF
310410,11041,60352,GSM/UMTS,2B21,EBC0
310410,11504,60352,GSM/UMTS,2CF0,EBC0
310410,11041,60353,GSM/UMTS,2B21,EBC1
310410,11504,60353,GSM/UMTS,2CF0,EBC1
310410,6,60353,GSM/UMTS,6,EBC1
310410,11041,60354,GSM/UMTS,2B21,EBC2
310410,11041,60355,GSM/UMTS,2B21,EBC3
310410,11041,60356,GSM/UMTS,2B21,EBC4
310410,37905,6036,GSM/UMTS,9411,1794
310410,6,60360,GSM/UMTS,6,EBC8
310410,6,60363,GSM/UMTS,6,EBCB
310410,37905,6037,GSM/UMTS,9411,1795
310410,37905,6045,GSM/UMTS,9411,179D
310410,37905,6046,GSM/UMTS,9411,179E
310410,37905,6047,GSM/UMTS,9411,179F
310410,6,60470,GSM/UMTS,6,EC36
310410,11051,60521,GSM/UMTS,2B2B,EC69
310410,11513,60521,GSM/UMTS,2CF9,EC69
310410,11051,60522,GSM/UMTS,2B2B,EC6A
310410,11513,60522,GSM/UMTS,2CF9,EC6A
310410,11051,60523,GSM/UMTS,2B2B,EC6B
310410,11513,60523,GSM/UMTS,2CF9,EC6B
310410,11051,60531,GSM/UMTS,2B2B,EC73
310410,11513,60531,GSM/UMTS,2CF9,EC73
310410,11051,60532,GSM/UMTS,2B2B,EC74
310410,11513,60532,GSM/UMTS,2CF9,EC74
310410,11051,60533,GSM/UMTS,2B2B,EC75
310410,11513,60533,GSM/UMTS,2CF9,EC75
310410,11051,60534,GSM/UMTS,2B2B,EC76
310410,11051,60535,GSM/UMTS,2B2B,EC77
310410,11051,60536,GSM/UMTS,2B2B,EC78
310410,11513,60537,GSM/UMTS,2CF9,EC79
310410,11513,60538,GSM/UMTS,2CF9,EC7A
310410,11513,60539,GSM/UMTS,2CF9,EC7B
310410,11031,60561,GSM/UMTS,2B17,EC91
310410,11507,60561,GSM/UMTS,2CF3,EC91
310410,11031,60562,GSM/UMTS,2B17,EC92
310410,11507,60562,GSM/UMTS,2CF3,EC92
310410,11031,60564,GSM/UMTS,2B17,EC94
310410,11507,60564,GSM/UMTS,2CF3,EC94
310410,11031,60565,GSM/UMTS,2B17,EC95
310410,11507,60565,GSM/UMTS,2CF3,EC95
310410,11507,60567,GSM/UMTS,2CF3,EC97
310410,11507,60568,GSM/UMTS,2CF3,EC98
310410,6,60590,GSM/UMTS,6,ECAE
310410,6,60593,GSM/UMTS,6,ECB1
310410,11041,60611,GSM/UMTS,2B21,ECC3
310410,11504,60611,GSM/UMTS,2CF0,ECC3
310410,11041,60612,GSM/UMTS,2B21,ECC4
310410,11504,60612,GSM/UMTS,2CF0,ECC4
310410,11041,60613,GSM/UMTS,2B21,ECC5
310410,11504,60613,GSM/UMTS,2CF0,ECC5
310410,11041,60614,GSM/UMTS,2B21,ECC6
310410,11041,60615,GSM/UMTS,2B21,ECC7
310410,11041,60616,GSM/UMTS,2B21,ECC8
310410,11504,60617,GSM/UMTS,2CF0,ECC9
310410,11504,60618,GSM/UMTS,2CF0,ECCA
310410,11504,60619,GSM/UMTS,2CF0,ECCB
310410,11041,60621,GSM/UMTS,2B21,ECCD
310410,11504,60621,GSM/UMTS,2CF0,ECCD
310410,11041,60622,GSM/UMTS,2B21,ECCE
310410,11504,60622,GSM/UMTS,2CF0,ECCE
310410,11041,60623,GSM/UMTS,2B21,ECCF
310410,11504,60623,GSM/UMTS,2CF0,ECCF
310410,11504,60627,GSM/UMTS,2CF0,ECD3
310410,11504,60629,GSM/UMTS,2CF0,ECD5
310410,11031,60651,GSM/UMTS,2B17,ECEB
310410,11507,60651,GSM/UMTS,2CF3,ECEB
310410,11031,60652,GSM/UMTS,2B17,ECEC
310410,11507,60652,GSM/UMTS,2CF3,ECEC
310410,11031,60653,GSM/UMTS,2B17,ECED
310410,11507,60653,GSM/UMTS,2CF3,ECED
310410,11031,60654,GSM/UMTS,2B17,ECEE
310410,11507,60654,GSM/UMTS,2CF3,ECEE
310410,11031,60655,GSM/UMTS,2B17,ECEF
310410,11507,60655,GSM/UMTS,2CF3,ECEF
310410,11031,60656,GSM/UMTS,2B17,ECF0
310410,11507,60656,GSM/UMTS,2CF3,ECF0
310410,11507,60657,GSM/UMTS,2CF3,ECF1
310410,11507,60658,GSM/UMTS,2CF3,ECF2
310410,11507,60659,GSM/UMTS,2CF3,ECF3
310410,6,60670,GSM/UMTS,6,ECFE
310410,6,60671,GSM/UMTS,6,ECFF
310410,6,60673,GSM/UMTS,6,ED01
310410,11051,60681,GSM/UMTS,2B2B,ED09
310410,11513,60681,GSM/UMTS,2CF9,ED09
310410,11051,60682,GSM/UMTS,2B2B,ED0A
310410,11513,60682,GSM/UMTS,2CF9,ED0A
310410,11051,60683,GSM/UMTS,2B2B,ED0B
310410,11513,60683,GSM/UMTS,2CF9,ED0B
310410,11513,60687,GSM/UMTS,2CF9,ED0F
310410,11513,60688,GSM/UMTS,2CF9,ED10
310410,11513,60689,GSM/UMTS,2CF9,ED11
310410,11031,60701,GSM/UMTS,2B17,ED1D
310410,11507,60701,GSM/UMTS,2CF3,ED1D
310410,11031,60702,GSM/UMTS,2B17,ED1E
310410,11507,60702,GSM/UMTS,2CF3,ED1E
310410,11031,60704,GSM/UMTS,2B17,ED20
310410,11507,60704,GSM/UMTS,2CF3,ED20
310410,11031,60705,GSM/UMTS,2B17,ED21
310410,11507,60705,GSM/UMTS,2CF3,ED21
310410,11507,60707,GSM/UMTS,2CF3,ED23
310410,11507,60708,GSM/UMTS,2CF3,ED24
310410,37905,6075,GSM/UMTS,9411,17BB
310410,11041,60751,GSM/UMTS,2B21,ED4F
310410,11504,60751,GSM/UMTS,2CF0,ED4F
310410,11041,60752,GSM/UMTS,2B21,ED50
310410,11504,60752,GSM/UMTS,2CF0,ED50
310410,11041,60753,GSM/UMTS,2B21,ED51
310410,11504,60753,GSM/UMTS,2CF0,ED51
310410,11504,60757,GSM/UMTS,2CF0,ED55
310410,11504,60758,GSM/UMTS,2CF0,ED56
310410,11504,60759,GSM/UMTS,2CF0,ED57
310410,37905,6076,GSM/UMTS,9411,17BC
310410,37905,6077,GSM/UMTS,9411,17BD
310410,11031,60811,GSM/UMTS,2B17,ED8B
310410,11507,60811,GSM/UMTS,2CF3,ED8B
310410,11031,60812,GSM/UMTS,2B17,ED8C
310410,11507,60812,GSM/UMTS,2CF3,ED8C
310410,11031,60813,GSM/UMTS,2B17,ED8D
310410,11507,60813,GSM/UMTS,2CF3,ED8D
310410,11507,60817,GSM/UMTS,2CF3,ED91
310410,11507,60818,GSM/UMTS,2CF3,ED92
310410,11507,60819,GSM/UMTS,2CF3,ED93
310410,11031,60821,GSM/UMTS,2B17,ED95
310410,11507,60821,GSM/UMTS,2CF3,ED95
310410,11031,60822,GSM/UMTS,2B17,ED96
310410,11507,60822,GSM/UMTS,2CF3,ED96
310410,11507,60825,GSM/UMTS,2CF3,ED99
310410,11507,60827,GSM/UMTS,2CF3,ED9B
310410,11507,60828,GSM/UMTS,2CF3,ED9C
310410,11041,60831,GSM/UMTS,2B21,ED9F
310410,11504,60831,GSM/UMTS,2CF0,ED9F
310410,11041,60832,GSM/UMTS,2B21,EDA0
310410,11504,60832,GSM/UMTS,2CF0,EDA0
310410,11041,60833,GSM/UMTS,2B21,EDA1
310410,11504,60833,GSM/UMTS,2CF0,EDA1
310410,6,60850,GSM/UMTS,6,EDB2
310410,11031,60851,GSM/UMTS,2B17,EDB3
310410,11507,60851,GSM/UMTS,2CF3,EDB3
310410,11031,60852,GSM/UMTS,2B17,EDB4
310410,11507,60852,GSM/UMTS,2CF3,EDB4
310410,11031,60853,GSM/UMTS,2B17,EDB5
310410,11507,60853,GSM/UMTS,2CF3,EDB5
310410,6,60853,GSM/UMTS,6,EDB5
310410,11031,60854,GSM/UMTS,2B17,EDB6
310410,11031,60855,GSM/UMTS,2B17,EDB7
310410,11507,60855,GSM/UMTS,2CF3,EDB7
310410,11031,60856,GSM/UMTS,2B17,EDB8
310410,11507,60857,GSM/UMTS,2CF3,EDB9
310410,11507,60858,GSM/UMTS,2CF3,EDBA
310410,11507,60859,GSM/UMTS,2CF3,EDBB
310410,11031,60901,GSM/UMTS,2B17,EDE5
310410,11507,60901,GSM/UMTS,2CF3,EDE5
310410,11031,60902,GSM/UMTS,2B17,EDE6
310410,11507,60902,GSM/UMTS,2CF3,EDE6
310410,11031,60903,GSM/UMTS,2B17,EDE7
310410,11507,60903,GSM/UMTS,2CF3,EDE7
310410,11507,60906,GSM/UMTS,2CF3,EDEA
310410,11507,60907,GSM/UMTS,2CF3,EDEB
310410,11507,60909,GSM/UMTS,2CF3,EDED
310410,52042,61,GSM/UMTS,CB4A,3D
310410,6,61040,GSM/UMTS,6,EE70
310410,6,61043,GSM/UMTS,6,EE73
310410,11051,61081,GSM/UMTS,2B2B,EE99
310410,11513,61081,GSM/UMTS,2CF9,EE99
310410,11051,61082,GSM/UMTS,2B2B,EE9A
310410,11513,61082,GSM/UMTS,2CF9,EE9A
310410,11051,61083,GSM/UMTS,2B2B,EE9B
310410,11513,61083,GSM/UMTS,2CF9,EE9B
310410,11513,61087,GSM/UMTS,2CF9,EE9F
310410,11513,61088,GSM/UMTS,2CF9,EEA0
310410,11513,61089,GSM/UMTS,2CF9,EEA1
310410,11051,61121,GSM/UMTS,2B2B,EEC1
310410,11513,61121,GSM/UMTS,2CF9,EEC1
310410,11051,61122,GSM/UMTS,2B2B,EEC2
310410,11513,61122,GSM/UMTS,2CF9,EEC2
310410,11051,61123,GSM/UMTS,2B2B,EEC3
310410,11513,61123,GSM/UMTS,2CF9,EEC3
310410,11051,61124,GSM/UMTS,2B2B,EEC4
310410,11051,61125,GSM/UMTS,2B2B,EEC5
310410,11051,61126,GSM/UMTS,2B2B,EEC6
310410,11031,61151,GSM/UMTS,2B17,EEDF
310410,11507,61151,GSM/UMTS,2CF3,EEDF
310410,11031,61152,GSM/UMTS,2B17,EEE0
310410,11507,61152,GSM/UMTS,2CF3,EEE0
310410,11031,61153,GSM/UMTS,2B17,EEE1
310410,11507,61153,GSM/UMTS,2CF3,EEE1
310410,11031,61154,GSM/UMTS,2B17,EEE2
310410,11507,61154,GSM/UMTS,2CF3,EEE2
310410,11031,61155,GSM/UMTS,2B17,EEE3
310410,11507,61155,GSM/UMTS,2CF3,EEE3
310410,11031,61156,GSM/UMTS,2B17,EEE4
310410,11507,61156,GSM/UMTS,2CF3,EEE4
310410,11507,61157,GSM/UMTS,2CF3,EEE5
310410,11507,61158,GSM/UMTS,2CF3,EEE6
310410,11507,61159,GSM/UMTS,2CF3,EEE7
310410,11031,61221,GSM/UMTS,2B17,EF25
310410,11507,61221,GSM/UMTS,2CF3,EF25
310410,11031,61222,GSM/UMTS,2B17,EF26
310410,11507,61222,GSM/UMTS,2CF3,EF26
310410,11031,61223,GSM/UMTS,2B17,EF27
310410,11507,61223,GSM/UMTS,2CF3,EF27
310410,11507,61227,GSM/UMTS,2CF3,EF2B
310410,11507,61228,GSM/UMTS,2CF3,EF2C
310410,11507,61229,GSM/UMTS,2CF3,EF2D
310410,11041,61241,GSM/UMTS,2B21,EF39
310410,11504,61241,GSM/UMTS,2CF0,EF39
310410,11041,61242,GSM/UMTS,2B21,EF3A
310410,11504,61242,GSM/UMTS,2CF0,EF3A
310410,11041,61243,GSM/UMTS,2B21,EF3B
310410,11504,61243,GSM/UMTS,2CF0,EF3B
310410,11504,61247,GSM/UMTS,2CF0,EF3F
310410,11504,61248,GSM/UMTS,2CF0,EF40
310410,11504,61249,GSM/UMTS,2CF0,EF41
310410,11507,61251,GSM/UMTS,2CF3,EF43
310410,11507,61252,GSM/UMTS,2CF3,EF44
310410,11507,61253,GSM/UMTS,2CF3,EF45
310410,11507,61254,GSM/UMTS,2CF3,EF46
310410,11507,61255,GSM/UMTS,2CF3,EF47
310410,11507,61256,GSM/UMTS,2CF3,EF48
310410,11507,61257,GSM/UMTS,2CF3,EF49
310410,11507,61258,GSM/UMTS,2CF3,EF4A
310410,11507,61259,GSM/UMTS,2CF3,EF4B
310410,52047,61611,GSM/UMTS,CB4F,F0AB
310410,52047,61612,GSM/UMTS,CB4F,F0AC
310410,52047,61613,GSM/UMTS,CB4F,F0AD
310410,32952,61865,GSM/UMTS,80B8,F1A9
310410,32952,61866,GSM/UMTS,80B8,F1AA
310410,32952,61867,GSM/UMTS,80B8,F1AB
310410,52022,62,GSM/UMTS,CB36,3E
310410,26003,62011,GSM/UMTS,6593,F23B
310410,26003,62012,GSM/UMTS,6593,F23C
310410,26003,62013,GSM/UMTS,6593,F23D
310410,26501,62017,GSM/UMTS,6785,F241
310410,26501,62018,GSM/UMTS,6785,F242
310410,26501,62019,GSM/UMTS,6785,F243
310410,26003,62101,GSM/UMTS,6593,F295
310410,26501,62101,GSM/UMTS,6785,F295
310410,26003,62102,GSM/UMTS,6593,F296
310410,26501,62102,GSM/UMTS,6785,F296
310410,26003,62103,GSM/UMTS,6593,F297
310410,26501,62103,GSM/UMTS,6785,F297
310410,26501,62111,GSM/UMTS,6785,F29F
310410,26501,62112,GSM/UMTS,6785,F2A0
310410,26501,62113,GSM/UMTS,6785,F2A1
310410,26501,62114,GSM/UMTS,6785,F2A2
310410,26501,62115,GSM/UMTS,6785,F2A3
310410,26501,62116,GSM/UMTS,6785,F2A4
310410,26501,62391,GSM/UMTS,6785,F3B7
310410,26501,62392,GSM/UMTS,6785,F3B8
310410,26501,62393,GSM/UMTS,6785,F3B9
310410,26501,62394,GSM/UMTS,6785,F3BA
310410,26501,62395,GSM/UMTS,6785,F3BB
310410,26501,62396,GSM/UMTS,6785,F3BC
310410,26501,62397,GSM/UMTS,6785,F3BD
310410,26501,62398,GSM/UMTS,6785,F3BE
310410,26501,62399,GSM/UMTS,6785,F3BF
310410,11051,62541,GSM/UMTS,2B2B,F44D
310410,11513,62541,GSM/UMTS,2CF9,F44D
310410,11051,62542,GSM/UMTS,2B2B,F44E
310410,11513,62542,GSM/UMTS,2CF9,F44E
310410,11051,62543,GSM/UMTS,2B2B,F44F
310410,11513,62543,GSM/UMTS,2CF9,F44F
310410,11513,62549,GSM/UMTS,2CF9,F455
310410,11041,62591,GSM/UMTS,2B21,F47F
310410,11504,62591,GSM/UMTS,2CF0,F47F
310410,11041,62592,GSM/UMTS,2B21,F480
310410,11504,62592,GSM/UMTS,2CF0,F480
310410,11041,62593,GSM/UMTS,2B21,F481
310410,11504,62593,GSM/UMTS,2CF0,F481
310410,11504,62597,GSM/UMTS,2CF0,F485
310410,11504,62598,GSM/UMTS,2CF0,F486
310410,11504,62599,GSM/UMTS,2CF0,F487
310410,11051,62631,GSM/UMTS,2B2B,F4A7
310410,11513,62631,GSM/UMTS,2CF9,F4A7
310410,11051,62632,GSM/UMTS,2B2B,F4A8
310410,11513,62632,GSM/UMTS,2CF9,F4A8
310410,11051,62633,GSM/UMTS,2B2B,F4A9
310410,11513,62633,GSM/UMTS,2CF9,F4A9
310410,11051,62634,GSM/UMTS,2B2B,F4AA
310410,11051,62635,GSM/UMTS,2B2B,F4AB
310410,11051,62636,GSM/UMTS,2B2B,F4AC
310410,11513,62637,GSM/UMTS,2CF9,F4AD
310410,11513,62638,GSM/UMTS,2CF9,F4AE
310410,11513,62639,GSM/UMTS,2CF9,F4AF
310410,11051,62671,GSM/UMTS,2B2B,F4CF
310410,11513,62671,GSM/UMTS,2CF9,F4CF
310410,11051,62672,GSM/UMTS,2B2B,F4D0
310410,11513,62672,GSM/UMTS,2CF9,F4D0
310410,11051,62673,GSM/UMTS,2B2B,F4D1
310410,11513,62673,GSM/UMTS,2CF9,F4D1
310410,11051,62674,GSM/UMTS,2B2B,F4D2
310410,11051,62675,GSM/UMTS,2B2B,F4D3
310410,11051,62676,GSM/UMTS,2B2B,F4D4
310410,11513,62677,GSM/UMTS,2CF9,F4D5
310410,11513,62678,GSM/UMTS,2CF9,F4D6
310410,11513,62679,GSM/UMTS,2CF9,F4D7
310410,11041,62781,GSM/UMTS,2B21,F53D
310410,11504,62781,GSM/UMTS,2CF0,F53D
310410,11041,62782,GSM/UMTS,2B21,F53E
310410,11504,62782,GSM/UMTS,2CF0,F53E
310410,11041,62783,GSM/UMTS,2B21,F53F
310410,11504,62783,GSM/UMTS,2CF0,F53F
310410,11504,62787,GSM/UMTS,2CF0,F543
310410,11504,62788,GSM/UMTS,2CF0,F544
310410,11504,62789,GSM/UMTS,2CF0,F545
310410,11051,62801,GSM/UMTS,2B2B,F551
310410,11513,62801,GSM/UMTS,2CF9,F551
310410,11051,62802,GSM/UMTS,2B2B,F552
310410,11513,62802,GSM/UMTS,2CF9,F552
310410,11051,62803,GSM/UMTS,2B2B,F553
310410,11513,62803,GSM/UMTS,2CF9,F553
310410,11513,62807,GSM/UMTS,2CF9,F557
310410,11513,62808,GSM/UMTS,2CF9,F558
310410,11513,62809,GSM/UMTS,2CF9,F559
310410,11031,62821,GSM/UMTS,2B17,F565
310410,11507,62821,GSM/UMTS,2CF3,F565
310410,11031,62822,GSM/UMTS,2B17,F566
310410,11507,62822,GSM/UMTS,2CF3,F566
310410,11031,62823,GSM/UMTS,2B17,F567
310410,11507,62823,GSM/UMTS,2CF3,F567
310410,11507,62824,GSM/UMTS,2CF3,F568
310410,11507,62825,GSM/UMTS,2CF3,F569
310410,11507,62826,GSM/UMTS,2CF3,F56A
310410,11507,62827,GSM/UMTS,2CF3,F56B
310410,11507,62828,GSM/UMTS,2CF3,F56C
310410,11507,62829,GSM/UMTS,2CF3,F56D
310410,11051,62891,GSM/UMTS,2B2B,F5AB
310410,11513,62891,GSM/UMTS,2CF9,F5AB
310410,11051,62892,GSM/UMTS,2B2B,F5AC
310410,11513,62892,GSM/UMTS,2CF9,F5AC
310410,11051,62893,GSM/UMTS,2B2B,F5AD
310410,11513,62893,GSM/UMTS,2CF9,F5AD
310410,11051,62894,GSM/UMTS,2B2B,F5AE
310410,11051,62895,GSM/UMTS,2B2B,F5AF
310410,11051,62896,GSM/UMTS,2B2B,F5B0
310410,11513,62897,GSM/UMTS,2CF9,F5B1
310410,11513,62898,GSM/UMTS,2CF9,F5B2
310410,11513,62899,GSM/UMTS,2CF9,F5B3
310410,11051,62951,GSM/UMTS,2B2B,F5E7
310410,11513,62951,GSM/UMTS,2CF9,F5E7
310410,11051,62952,GSM/UMTS,2B2B,F5E8
310410,11513,62952,GSM/UMTS,2CF9,F5E8
310410,11051,62953,GSM/UMTS,2B2B,F5E9
310410,11513,62953,GSM/UMTS,2CF9,F5E9
310410,11051,62954,GSM/UMTS,2B2B,F5EA
310410,11051,62955,GSM/UMTS,2B2B,F5EB
310410,11051,62956,GSM/UMTS,2B2B,F5EC
310410,11513,62957,GSM/UMTS,2CF9,F5ED
310410,11513,62958,GSM/UMTS,2CF9,F5EE
310410,11513,62959,GSM/UMTS,2CF9,F5EF
310410,11051,62971,GSM/UMTS,2B2B,F5FB
310410,11513,62971,GSM/UMTS,2CF9,F5FB
310410,11051,62972,GSM/UMTS,2B2B,F5FC
310410,11513,62972,GSM/UMTS,2CF9,F5FC
310410,11051,62973,GSM/UMTS,2B2B,F5FD
310410,11513,62973,GSM/UMTS,2CF9,F5FD
310410,11513,62977,GSM/UMTS,2CF9,F601
310410,11513,62978,GSM/UMTS,2CF9,F602
310410,11513,62979,GSM/UMTS,2CF9,F603
310410,11051,62991,GSM/UMTS,2B2B,F60F
310410,11513,62991,GSM/UMTS,2CF9,F60F
310410,11051,62992,GSM/UMTS,2B2B,F610
310410,11513,62992,GSM/UMTS,2CF9,F610
310410,11051,62993,GSM/UMTS,2B2B,F611
310410,11513,62993,GSM/UMTS,2CF9,F611
310410,11051,62994,GSM/UMTS,2B2B,F612
310410,11051,62995,GSM/UMTS,2B2B,F613
310410,11051,62996,GSM/UMTS,2B2B,F614
310410,11513,62997,GSM/UMTS,2CF9,F615
310410,11513,62998,GSM/UMTS,2CF9,F616
310410,11513,62999,GSM/UMTS,2CF9,F617
310410,52042,63,GSM/UMTS,CB4A,3F
310410,26501,63017,GSM/UMTS,6785,F629
310410,26501,63018,GSM/UMTS,6785,F62A
310410,26501,63019,GSM/UMTS,6785,F62B
310410,14002,63871,GSM/UMTS,36B2,F97F
310410,14002,63872,GSM/UMTS,36B2,F980
310410,14002,63873,GSM/UMTS,36B2,F981
310410,14002,63877,GSM/UMTS,36B2,F985
310410,14002,63878,GSM/UMTS,36B2,F986
310410,14002,63879,GSM/UMTS,36B2,F987
310410,14997,63941,GSM/UMTS,3A95,F9C5
310410,14997,63942,GSM/UMTS,3A95,F9C6
310410,14997,63943,GSM/UMTS,3A95,F9C7
310410,14997,63947,GSM/UMTS,3A95,F9CB
310410,14997,63948,GSM/UMTS,3A95,F9CC
310410,14997,63949,GSM/UMTS,3A95,F9CD
310410,14004,64541,GSM/UMTS,36B4,FC1D
310410,14998,64541,GSM/UMTS,3A96,FC1D
310410,14004,64542,GSM/UMTS,36B4,FC1E
310410,14998,64542,GSM/UMTS,3A96,FC1E
310410,14004,64543,GSM/UMTS,36B4,FC1F
310410,14998,64543,GSM/UMTS,3A96,FC1F
310410,14998,64547,GSM/UMTS,3A96,FC23
310410,14998,64548,GSM/UMTS,3A96,FC24
310410,14998,64549,GSM/UMTS,3A96,FC25
310410,14004,64681,GSM/UMTS,36B4,FCA9
310410,14998,64681,GSM/UMTS,3A96,FCA9
310410,14004,64682,GSM/UMTS,36B4,FCAA
310410,14998,64682,GSM/UMTS,3A96,FCAA
310410,14004,64683,GSM/UMTS,36B4,FCAB
310410,14998,64683,GSM/UMTS,3A96,FCAB
310410,14998,64687,GSM/UMTS,3A96,FCAF
310410,14998,64688,GSM/UMTS,3A96,FCB0
310410,14998,64689,GSM/UMTS,3A96,FCB1
310410,14002,64721,GSM/UMTS,36B2,FCD1
310410,14997,64721,GSM/UMTS,3A95,FCD1
310410,14002,64722,GSM/UMTS,36B2,FCD2
310410,14997,64722,GSM/UMTS,3A95,FCD2
310410,14002,64723,GSM/UMTS,36B2,FCD3
310410,14997,64723,GSM/UMTS,3A95,FCD3
310410,14997,64727,GSM/UMTS,3A95,FCD7
310410,14997,64728,GSM/UMTS,3A95,FCD8
310410,14997,64729,GSM/UMTS,3A95,FCD9
310410,14002,64801,GSM/UMTS,36B2,FD21
310410,14997,64801,GSM/UMTS,3A95,FD21
310410,14002,64802,GSM/UMTS,36B2,FD22
310410,14997,64802,GSM/UMTS,3A95,FD22
310410,14002,64803,GSM/UMTS,36B2,FD23
310410,14997,64803,GSM/UMTS,3A95,FD23
310410,14002,64921,GSM/UMTS,36B2,FD99
310410,14997,64921,GSM/UMTS,3A95,FD99
